" The customer doesn't exist in the system anymore","该客户已不存在系统中"
"Order Date (%s)","订单日期 (%s)"
"Order Date: ","订单日期："
"Order Date: %s","订单日期：%s"
"Order Details","订单详情"
"Order does not allow to be canceled.","订单不允许被取消."
"Order Grand Total","订单总价"
"Order History","订单记录"
"Order ID","订单ID"
"Order Information","订单信息"
"Order invoice","订单发票"
"Order Invoices","订单发票"
"Order object is not specified.","未指定订单对象。"
"Order saving error: %s","保存订单出错：%s"
"Order Shipments","订单配送记录"
"Order shipments","订单配送记录"
"Order Status","订单状态"
"Order Subtotal","订单小计"
"Order Subtotal:","订单小计："
"Order Total","订单总额"
"Order Totals","订单总额"
"Order Update","订单更新"
"Order Update for Guest","访客的订单更新"
"Order View","订单查看"
"Order was not cancelled.","订单未取消。"
"Order was not put on hold.","订单未挂起。"
"Order was not unholded.","订单未释放。"
"Order was placed using %s","订单使用%s"
"Order was successfully cancelled.","成功取消订单。"
"Order was successfully put on hold.","成功挂起订单。"
"Order was successfully released from holding status.","成功解除订单锁定状态。"
"Ordered",""
"Orders","订单"
"Original order item that recurring payment profile correspondss to.","原始订单项目与定期付款简介."
"Original Price","原价"
"Packingslip # ","装箱单号"
"Paid","已付款"
"Paid Amount","已付金额"
"Parent Transaction ID","主交易ID"
"Parent transaction ID must have a transaction ID.","主交易ID必须有一个交易ID."
"Partial","部分"
"Payment disallow storing objects.","供应对象不付款."
"Payment Failed","支付失败"
"Payment Information","支付信息"
"Payment Method","支付方式"
"Payment Method:","支付方式："
"Payment Method:","支付方式:"
"Payment Review","付款评论"
"Payment transactions disallow storing objects.","不支付交供应对象."
"Payment type","付款类型"
"Payment update has been made.","已完成付款更新."
"PDF Credit Memos","PDF 退款记录"
"PDF Invoices","PDF 发票"
"PDF object is not specified.","未指定 PDF 对象。"
"PDF Packingslips","PDF 装箱单"
"PDF page object is not specified.","未指定 PDF 页对象。"
"PDF Print-outs","PDF 打印输出"
"Pending","等待"
"pending","等待"
"Pending Payment","等待支付"
"Pending PayPal","等待 PayPal 支付"
"PDF total model should extend Mage_Sales_Model_Order_Pdf_Total_Default","PDF总模块应该扩大Mage_Sales_Model_Order_Pdf_Total_Default"
"Period","周期"
"Place Order Using Billing Agreements","订购使用的账单协议"
"Placed from IP","订购来自此 IP"
"Please enter positive number in this field.","请在该栏中填入正数。"
"Please select a customer","请选择客户"
"Please select a store","请选择商店"
"Please select products to add","请选择要增加的商品"
"Please define PDF object before using.","请定义PDF对象才能使用."
"Please specify a valid grid column alias name that exists in grid table.","请指定一个有效的网络格式名字."
"Price","单价"
"Print","打印"
"Print All","打印全部"
"Print All Invoices","打印全部发票"
"Print All Refunds","打印全部退款"
"Print All Shipments","打印全部配送"
"Print Credit Memos","打印退款记录"
"Print Invoice","打印发票"
"Print Invoices","打印发票"
"Print Order","打印订单"
"Print Order # %s","打印打印订单 # %s"
"Print Packingslips","打印装箱单"
"Print Refund","打印退款"
"Print Shipment","打印配送"
"Processing","通过审核"
"processing","通过审核"
"Processing data problem","处理数据错误"
"Product","商品"
"Product Name","商品名称"
"Products","商品"
"Products in Compare List","比较商品"
"Products Bestsellers Report","产品畅销报告"
"Profile #%s","简介 #%s"
"Profile Information","简介信息"
"Profile State","简介状态"
"Profit","利润"
"Promotion Coupons Usage Report","推广优惠券使用报告"
"Proper payment object must be set.","适当的付款用品必须设置."
"Purchased From","购自"
"Purchased from (store)","购自 (商店)"
"Purchased Item","购买商品"
"Purchased On","购买日期"
"Qty","数量"
"QTY","数量"
"Qty Invoiced","发票数量"
"Qty Ordered","订购数量"
"Qty Shipped","发货数量"
"Qty to Add","增加数量"
"Qty To Add","增加数量"
"Qty to Invoice","发票数量"
"Qty to Refund","退款数量"
"Qty to Ship","发货数量"
"Quantity Ordered","订购数量"
"Rate","率"
"Recent Orders","最近订单"
"Recently Compared Products","最近比较商品"
"Recently Viewed","最近查看"
"Recently Viewed Products","最近查看过的商品"
"Recurring Profile # %s","定期简介 # %s"
"Recurring Profile Initial Fee","定期简介初始费用"
"Recurring Profiles","定期简介"
"Recurring Profiles (beta)","定期简介(beta)"
"Reference ID","引用ID"
"Reference ID:","引用ID:"
"Refresh","更新"
"Refund","退款"
"Refund #","退款号"
"Refund #%s","退款号 %s"
"Refund Amount","退款金额"
"Refund Offline","离线退款"
"Refund Shipping","退运费"
"Refund Shipping (Excl. Tax)","退运费(不含税)"
"Refund Shipping (Incl. Tax)","退运费(含税)"
"Refund Totals","退款总额"
"Refunded","已退款"
"Refunded amount of %s offline.","已退款数量的%s是离线的."
"Refunded amount of %s online.","已退款数量的%s是在线的."
"Refunds","退款"
"Registered a Void notification.","注册无效通知."
"Registered notification about approved payment.","关于批准注册通知付款."
"Registered notification about authorized amount of %s.","注册通知有关授权数量的%s."
"Registered notification about captured amount of %s.","关于金额注册通知数量的%s."
"Registered notification about denied payment.","关于拒绝注册通知付款."
"Registered notification about refunded amount of %s.","注册通知金额约退还数量的%s."
"Registered update about approved payment.","关于关于批准注册更新付款."
"Regular Payment","定西付款"
"Related Orders","相关的命令"
"Remove","删除"
"Remove Coupon Code","删除优惠券代码"
"Remove tracking number","删除运单号码"
"Reorder","再次购买"
"Retrieve invoice info","获取发票信息"
"Retrieve invoice information","获取发票信息"
"Retrieve list of invoices by filters","按过滤器条件获取发票列表"
"Retrieve list of orders by filters","按过滤器条件获取订单列表"
"Retrieve list of shipments by filters","按过滤器条件获取配送记录列表"
"Retrieve order information","获取订单信息"
"Retrieve orders info","获取订单信息"
"Retrieve shipment info","获取配送信息"
"Retrieve shipment information","获取配送信息"
"Return to Stock","返回库存"
"Returned","退货"
"Revenue","退货"
"Row Subtotal","小计行"
"Row Total","总计行"
"Sales","销售"
"Sales Discount","销售折扣"
"Sales Emails","销售邮件"
"Sales Emails Section","销售邮件单元"
"Sales Invoice Print View","销售发票打印界面"
"Sales Items","销售商品"
"Sales Order Print View","销售订单打印界面"
"Sales Section","销售单元"
"Same As Billing Address","与账单地址一致"
"Save and Close Message","保存并关闭信息"
"Save in address book","保存在地址簿"
"Select from existing customer addresses:","从已有客户地址中选择："
"Send Credit Memo Comment Email Copy To","发送退款记录备注副本邮件到"
"Send Credit Memo Email Copy To","发送退款记录副本邮件到"
"Send Invoice Comment Email Copy To","发送发票备注邮件的复件到"
"Send Invoice Email Copy To","发送发票邮件的复件到"
"Send Order Comment Email Copy To","发送订单备注邮件的复件到"
"Send Order Email Copy Method","订购邮件副本发送方式"
"Send Order Email Copy To","发送订单邮件的复件到"
"Send Shipment Comment Email Copy To","发送配送备注邮件的复件到"
"Send Shipment Email Copy To","发送配送邮件的复件到"
"Send Tracking Information","发送查询信息"
"separate by "",""","用"",""分开"
"Sales Shipment Print View","销售运输打印界面"
"Sales Shipping","销售运输"
"Sales Tax","销售税"
"Sales Total","销售总金"
"Schedule","计划"
"Send Sales Emails","发送销售邮件"
"Set order for existing transactions not allowed","不允许为现有的交易设置订单"
"Ship","配送"
"Ship to","收件人"
"Ship To","收货人"
"Ship to First name","收货人名字"
"Ship to Last name","收货人姓氏"
"Ship to Name","收货人"
"SHIP TO:","收货地址:"
"Shipment","配送"
"Shipment #","运单号"
"Shipment #%1$s | %3$s (%2$s)","运单号 #%1$s | %3$s (%2$s)"
"Shipment #%s","运单号%s"
"Shipment Comment Email Sender","配送备注邮件发件人"
"Shipment Comment Email Template","配送备注邮件模板"
"Shipment Comment Email Template for Guest","访客的配送备注邮件模板"
"Shipment Comments","配送备注"
"Shipment email not sent","配送邮件未发出"
"Shipment Email Sender","配送邮件发件人"
"Shipment email sent","配送邮件已发出"
"Shipment Email Template","配送邮件模板"
"Shipment Email Template for Guest","访客的配送邮件模板"
"Shipment Update","配送更新"
"Shipment Update for Guest","访客的配送更新"
"Shipments","配送"
"Shipped","发货"
"Shipped By","发货"
"Shipping","配送中"
"Shipping & Handling","包装及配送"
"Shipping & Handling:","包装及配送："
"Shipping &amp; Handling","包装及配送"
"Shipping &amp; Handling Information","包装及配送说明"
"Shipping Address","配送地址"
"Shipping Amount","配送金额"
"Shipping and Tracking Information","配送及查询信息"
"Shipping Information","配送信息"
"Shipping Method","配送方式"
"Shipping Method:","配送方式："
"Shipping Refund","运费退款"
"Shopping Cart","购物车"
"Signed Up From","注册于"
"SKU","货号"
"Sku","货号"
"SOLD TO:","购货人:"
"Some items have quantities exceeding allowed quantities. Please select a lower quantity to checkout.","某些商品的数量超过限制，，请减少数量后结帐。"
"Some of the products below don't have all the required options. Please remove them and add again with all the required options.","以下部分产品选项不完整。请将其删除、补充所有必选项再重新添加。"
"Sorry, no quotes are available for this order at this time.","对不起，目前没有该订单的报价。"
"Source object is not specified.","未指定源对象。"
"State/Province","省份"
"Status","状态"
"Specified profile does not exist.","指定属性不存在."
"Status:","状态:"
"Store Credit","商店退款"
"Submit Comment","提交备注"
"Submit Credit Memo","提交退款记录"
"Submit Invoice","提交发票"
"Submit Order","提交订单"
"Submit Shipment","提交发货"
"Subscribe to Newsletter","订阅邮件列表"
"Subscribe to Order Status","订阅订单状态"
"Subtotal","小计"
"Subtotal after discount","折扣后总额"
"Subtotal:","小计："
"Suspected Fraud","疑似诈骗"
"Suspend","中止"
"Suspended","已中止的"
"Tax","税"
"Tax :","税："
"Tax Amount","税额"
"Tax Percent","税率百分比"
"TAX/VAT Number","税号/增值税号码"
"Telephone","电话"
"The item %s (SKU %s) doesn't exist in the catalog anymore","商品%s (SKU %s)已不在目录中"
"There are no printable documents related to selected orders","没有已选订单的相关可打印文档"
"This message will be shown in shopping cart when subtotal after discount less than minimum amount","当折扣后总额低于最小金额什，此信息将在购物车显示。"
"This order no longer exists.","该订单已不存在。"
"The address total model should be extended from Mage_Sales_Model_Quote_Address_Total_Abstract.","地址总计模块应该扩展Mage_Sales_Model_Quote_Address_Total_Abstract."
"The billing agreement ""%s"" has been canceled.","账单协议""%s""已被取消."
"The billing agreement ""%s"" has been created.","账单协议""%s""已被创建."
"The coupon code has been accepted.","已接受这张优待券代码."
"the credit memo email is not sent","未发送付款通知"
"the credit memo email was sent","已发送付款通知邮件"
"the invoice email is not sent","未发送发票邮件"
"the invoice email was sent","已发送发票邮件"
"The message has been sent.","已发送该信息."
"The message was sent.","该信息已发送."
"the order confirmation email is not sent","未发送订单确认邮件"
"the order confirmation email was sent","已发送订单确认邮件"
"The order email has been sent.","已发送订单邮件."
"The order has been cancelled.","订单已取消."
"The order has been created.","订单已创建."
"The order has been put on hold.","订单已挂起."
"The order has been released from holding status.","订单已解除挂起状态."
"The order has not been cancelled.","订单未取消."
"The Order State ""%s"" must not be set manually.","订单状态""%s""不能设置手动设定."
"The order was not put on hold.","订单没有被挂起."
"The order was not unheld.","订单没有被挂起."
"The order was placed using %s","已下订单%s"
"The order(s) cannot be canceled","订单不能被取消"
"The payment has been accepted.","付款已接受."
"The payment has been denied.","付款被拒绝."
"The payment has been voided.","付款已作废."
"The profile has been updated.","配置已更新."
"The profile has no changes.","配置未更改."
"The profile state has been updated.","已更新配置状态."
"The requested Payment Method is not available.","所要求的付款方式是不可用的."
"the shipment email is not sent","未发送配送邮件"
"the shipment email was sent","已发送配送邮件"
"The transaction ""%s"" (%s) is already closed.","交易""%s"" (%s)已关闭."
"The transaction ""%s"" cannot be captured yet.","交易""%s""不能被采集."
"There are no billing agreements yet.","还没有结算协议."
"There is no need to approve this payment.","没有需要同意付款."
"There is no need to deny this payment.","没有必要拒绝付款."
"There is no update for the payment.","付款未更新."
"This operation requires an existing transaction object.","该操作需要一个现有的交易对象."
"This order contains (%s) items and therefore cannot be edited through the admin interface at this time, if you wish to continue editing the (%s) items will be removed, the order will be canceled and a new order will be placed.","这个订单包含(%s)商品和因此不能通过管理编辑,如果你想继续修改(%s)商品将被移除,订单将被取消,新的订单将被订下."
"This profile state cannot be changed to ""%s"".","此属性状态不能改变为""%s""."
"This will create an offline refund. To create an online refund, open an invoice and create credit memo for it. Do you wish to proceed?","这将创建一个离线退款.去创建一个在线退款,开立发票和为它创建一个付款通知.你想怎么做么?"
"Tier Pricing","分层定价"
"Title","标题"
"To","收货人"
"To Name","收货人"
"To:","收货人："
"Total","总计"
"Total (ex)","总计(ex)"
"Total (inc)","总计(inc)"
"Total %d product(s)","共%d件商品"
"Total Due","总欠额"
"Total Invoiced","发票总计"
"Total Invoiced not Paid","总计发票未付清"
"Total Invoiced Paid","已付清总发票"
"Total Invoiced VS Paid Report","支付总发票和报告"
"Total Ordered Report","总订单报告"
"Total Paid","总付款"
"Total Qty","总数量"
"Total Refund","退款总额"
"Total Refunded","已退款总额"
"Total Refunded","退款总计"
"Total Refunded Report","退款总计报告"
"Total Sales Shipping","销售配运总计"
"Total Shipped Report","运送报告总计"
"Total Shipping Charges","总运费"
"Total Shipping","总配送"
"Total Tax","总税额"
"Total(ex)","总计(不含)"
"Total(inc)","总计(包含)"
"Track all shipment(s)","查询所有发货"
"Track all shipments","查询所有发货"
"Track Order","查询订单"
"Track this shipment","查询该发货"
"Track your order","查询订单"
"Tracking","查询"
"Tracking Number","查询号/运单号"
"Tracking Number(s)","查询号/运单号"
"Transaction ""%s"" was already processed.","交易""%s""已处理."
"Transaction ID","交易ID"
"Transaction ID must not be empty.","交易ID不能为空."
"Transaction ID: ""%s"".","交易ID: ""%s""."
"Transaction Type","交易类型"
"Transactions","交易"
"Trial ","试验"
"Trial Payment","试验付款"
"Trial Period","试用期"
"Trial period payment","试用期付款"
"Unhold","释放"
"Unhold action is not available.","不可用的操作."
"Unhold order","释放订单"
"Unknown State","未知省份"
"Unknown Status","未知状态"
"Unsupported transaction type ""%s"".","支持交易类型""%s""."
"Update Changes","更新修改"
"Update Items and Qty's","更新商品及数量"
"Update Qty's","更新数量"
"Validate each address separately in multi-address checkout","使用多地址结帐时对每个地址分别进行验证"
"Updated At","更新于"
"Updated:","已更新:"
"Use Aggregated Data (beta)","用于聚集数据(beta)"
"Value","值"
"View","查看"
"View All","查看全部"
"View Order","查看订单"
"Visible on Frontend","显示在前段"
"Void","作废"
"Void invoice","将发票作废"
"Website","网站"
"Wishlist","收藏"
"You have placed no orders.","您还没有订单。"
"Voided authorization.","中止授权."
"Whether buyer can define the date when billing for the profile begins.","当账单的配置文件开始时,买方是否能定义日期."
"Wrong billing agreement ID specified.","指定了错误的账单协议ID."
"Wrong state: ""%s"".","错误状态: ""%s""."
"Yes","是"
"You will be redirected to the payment system website.","你将跳转到支付系统的网站."
"Your credit card will be charged for","您的信用卡将被收取"
"Coupon code was canceled.","尊享代码已经取消。"
"processing","通过审核"
"canceled","订单已取消"